combination_id,source_category,source_label,scope_urls,data_sensitivity,persistence,transitive_exposure,scope_count,cross_service_breadth,has_restricted_scope,access_level,risk_label
SC-0707,Strategy E: Plausable Cross Scope Combinations,"service: Gmail, access_type: read, google_classification: sensitive; service: Blogger, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/gmail.addons.current.message.readonly; https://www.googleapis.com/auth/blogger,5,0,0,2,2,0,2,High
SC-0708,Strategy E: Plausable Cross Scope Combinations,"service: Gmail, access_type: write, google_classification: restricted; service: AdSense, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/gmail.settings.sharing; https://www.googleapis.com/auth/adsense,5,1,0,2,2,1,2,Critical
SC-0709,Strategy E: Plausable Cross Scope Combinations,"service: Gmail, access_type: write, google_classification: restricted; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/gmail.settings.sharing; https://www.googleapis.com/auth/userinfo.email,5,0,0,2,2,1,1,High
SC-0710,Strategy E: Plausable Cross Scope Combinations,"service: Contacts, access_type: read, google_classification: sensitive; service: Keep, access_type: read, google_classification: restricted; Offline refresh token",https://www.googleapis.com/auth/user.emails.read; https://www.googleapis.com/auth/keep.readonly,4,1,0,2,2,1,0,High
SC-0711,Strategy J: Bool Switching of Medium Risk Combinations,"service: Contacts, access_type: read, google_classification: sensitive; service: Chat, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/directory.readonly; https://www.googleapis.com/auth/chat.memberships,4,1,1,2,2,0,1,High
SC-0712,Strategy J: Bool Switching of Medium Risk Combinations,"service: Contacts, access_type: read, google_classification: sensitive; service: Drive, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/directory.readonly; https://www.googleapis.com/auth/drive.scripts,4,1,1,2,2,0,1,High
SC-0713,Strategy E: Plausable Cross Scope Combinations,"service: Contacts, access_type: read, google_classification: sensitive; service: Photos, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/user.gender.read; https://www.googleapis.com/auth/photoslibrary.readonly,4,0,0,2,2,0,0,Medium
SC-0714,Strategy E: Plausable Cross Scope Combinations,"service: Contacts, access_type: read, google_classification: sensitive; service: Docs, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/contacts.other.readonly; https://www.googleapis.com/auth/documents,4,0,0,2,2,0,2,Medium
SC-0715,Strategy E: Plausable Cross Scope Combinations,"service: Contacts, access_type: read, google_classification: sensitive; service: Sheets, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/user.phonenumbers.read; https://www.googleapis.com/auth/spreadsheets.readonly,4,0,0,2,2,0,0,Medium
SC-0716,Strategy E: Plausable Cross Scope Combinations,"service: Contacts, access_type: read, google_classification: sensitive; service: Groups, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/user.birthday.read; https://www.googleapis.com/auth/groups,4,1,0,2,2,0,2,High
SC-0717,Strategy E: Plausable Cross Scope Combinations,"service: Contacts, access_type: read, google_classification: sensitive; service: Apps Script, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/user.organization.read; https://www.googleapis.com/auth/script.projects.readonly,4,1,0,2,2,0,0,Medium
SC-0718,Strategy E: Plausable Cross Scope Combinations,"service: Contacts, access_type: full_access, google_classification: restricted; service: Firebase, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/contacts; https://www.googleapis.com/auth/firebase,4,1,1,2,2,1,2,Critical
SC-0719,Strategy E: Plausable Cross Scope Combinations,"service: Contacts, access_type: read, google_classification: sensitive; service: Forms, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/contacts.other.readonly; https://www.googleapis.com/auth/forms.responses.readonly,4,1,0,2,2,0,0,Medium
SC-0720,Strategy E: Plausable Cross Scope Combinations,"service: Contacts, access_type: read, google_classification: sensitive; service: Cloud, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/user.emails.read; https://www.googleapis.com/auth/cloud-platform.read-only,4,0,0,2,2,0,0,Medium
SC-0721,Strategy E: Plausable Cross Scope Combinations,"service: Contacts, access_type: read, google_classification: sensitive; service: Tasks, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/user.organization.read; https://www.googleapis.com/auth/tasks.readonly,4,1,0,2,2,0,0,Medium
SC-0722,Strategy E: Plausable Cross Scope Combinations,"service: Contacts, access_type: read, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/contacts.readonly; https://www.googleapis.com/auth/classroom.coursework.students,4,0,1,2,2,0,1,Medium
SC-0723,Strategy J: Bool Switching of Medium Risk Combinations,"service: Contacts, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/user.birthday.read; https://www.googleapis.com/auth/calendar.app.created,4,1,0,2,2,0,1,High
SC-0724,Strategy E: Plausable Cross Scope Combinations,"service: Contacts, access_type: read, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/user.emails.read; https://www.googleapis.com/auth/userinfo.profile,4,0,0,2,2,0,0,Medium
SC-0725,Strategy E: Plausable Cross Scope Combinations,"service: Keep, access_type: full_access, google_classification: restricted; service: Chat, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/chat.delete,4,0,0,2,2,1,2,High
SC-0726,Strategy E: Plausable Cross Scope Combinations,"service: Keep, access_type: full_access, google_classification: restricted; service: Fitness, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/fitness.activity.write,4,0,0,2,2,1,2,High
SC-0727,Strategy E: Plausable Cross Scope Combinations,"service: Keep, access_type: full_access, google_classification: restricted; service: Drive, access_type: read_write, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/drive.file,4,0,0,2,2,1,2,High
SC-0728,Strategy E: Plausable Cross Scope Combinations,"service: Keep, access_type: full_access, google_classification: restricted; service: Docs, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/documents,4,0,0,2,2,1,2,High
SC-0729,Strategy E: Plausable Cross Scope Combinations,"service: Keep, access_type: read, google_classification: restricted; service: Sheets, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/keep.readonly; https://www.googleapis.com/auth/spreadsheets,4,1,0,2,2,1,2,High
SC-0730,Strategy E: Plausable Cross Scope Combinations,"service: Keep, access_type: read, google_classification: restricted; service: Groups, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/keep.readonly; https://www.googleapis.com/auth/groups,4,1,0,2,2,1,2,High
SC-0731,Strategy E: Plausable Cross Scope Combinations,"service: Keep, access_type: full_access, google_classification: restricted; service: Calendar, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/calendar.calendars.readonly,4,1,0,2,2,1,2,High
SC-0732,Strategy E: Plausable Cross Scope Combinations,"service: Keep, access_type: full_access, google_classification: restricted; service: Tasks, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/tasks.readonly,4,1,0,2,2,1,2,High
SC-0733,Strategy E: Plausable Cross Scope Combinations,"service: Keep, access_type: full_access, google_classification: restricted; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/userinfo.profile,4,0,0,2,2,1,2,High
SC-0734,Strategy J: Bool Switching of Medium Risk Combinations,"service: Chat, access_type: read_write, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/chat.memberships; https://www.googleapis.com/auth/drive.file,4,1,0,2,2,0,1,High
SC-0735,Strategy E: Plausable Cross Scope Combinations,"service: Chat, access_type: read_write, google_classification: sensitive; service: Docs, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/chat.memberships; https://www.googleapis.com/auth/documents.readonly,4,1,0,2,2,0,1,High
SC-0736,Strategy J: Bool Switching of Medium Risk Combinations,"service: Chat, access_type: read_write, google_classification: sensitive; service: Photos, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/chat.memberships; https://www.googleapis.com/auth/photoslibrary.readonly,4,1,0,2,2,0,1,High
SC-0737,Strategy E: Plausable Cross Scope Combinations,"service: Chat, access_type: read, google_classification: sensitive; service: Sheets, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/chat.spaces.readonly; https://www.googleapis.com/auth/spreadsheets.readonly,4,0,0,2,2,0,0,Medium
SC-0738,Strategy E: Plausable Cross Scope Combinations,"service: Chat, access_type: read_write, google_classification: sensitive; service: Groups, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/chat.memberships; https://www.googleapis.com/auth/groups,4,1,0,2,2,0,2,High
SC-0739,Strategy E: Plausable Cross Scope Combinations,"service: Chat, access_type: read, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/chat.messages.readonly; https://www.googleapis.com/auth/script.projects,4,1,0,2,2,0,1,High
SC-0740,Strategy E: Plausable Cross Scope Combinations,"service: Chat, access_type: read_write, google_classification: sensitive; service: Forms, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/chat.spaces; https://www.googleapis.com/auth/forms,4,1,0,2,2,0,1,High
SC-0741,Strategy E: Plausable Cross Scope Combinations,"service: Chat, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/chat.memberships; https://www.googleapis.com/auth/classroom.courses.readonly,4,1,0,2,2,0,1,High
SC-0742,Strategy E: Plausable Cross Scope Combinations,"service: Chat, access_type: full_access, google_classification: sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/tasks,4,1,0,2,2,0,2,High
SC-0743,Strategy J: Bool Switching of Medium Risk Combinations,"service: Chat, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/calendar.acls,4,1,0,2,2,0,2,High
SC-0744,Strategy E: Plausable Cross Scope Combinations,"service: Chat, access_type: full_access, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/chat.messages; email,4,1,0,2,2,0,2,High
SC-0745,Strategy E: Plausable Cross Scope Combinations,"service: Fitness, access_type: read, google_classification: sensitive; service: Drive, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/fitness.body.read; https://www.googleapis.com/auth/drive.scripts,4,1,0,2,2,0,1,High
SC-0746,Strategy E: Plausable Cross Scope Combinations,"service: Fitness, access_type: read, google_classification: sensitive; service: Photos, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/fitness.blood_glucose.read; https://www.googleapis.com/auth/photoslibrary.readonly.appcreateddata,4,1,0,2,2,0,0,Medium
SC-0747,Strategy E: Plausable Cross Scope Combinations,"service: Fitness, access_type: read, google_classification: sensitive; service: Sheets, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/fitness.sleep.read; https://www.googleapis.com/auth/spreadsheets.readonly,4,1,0,2,2,0,0,Medium
SC-0748,Strategy J: Bool Switching of Medium Risk Combinations,"service: Fitness, access_type: write, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/fitness.activity.write; https://www.googleapis.com/auth/script.projects,4,1,0,2,2,0,1,High
SC-0749,Strategy E: Plausable Cross Scope Combinations,"service: Fitness, access_type: read, google_classification: sensitive; service: Forms, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/fitness.heart_rate.read; https://www.googleapis.com/auth/forms.responses.readonly,4,0,0,2,2,0,0,Medium
SC-0750,Strategy E: Plausable Cross Scope Combinations,"service: Fitness, access_type: read, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/fitness.sleep.read; https://www.googleapis.com/auth/userinfo.email,4,1,0,2,2,0,0,Medium
SC-0751,Strategy E: Plausable Cross Scope Combinations,"service: Drive, access_type: full_access, google_classification: restricted; service: Photos, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/drive; https://www.googleapis.com/auth/photoslibrary.readonly.appcreateddata,4,0,0,2,2,1,2,High
SC-0752,Strategy E: Plausable Cross Scope Combinations,"service: Drive, access_type: read_write, google_classification: non_sensitive; service: Docs, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/drive.appdata; https://www.googleapis.com/auth/documents,4,1,0,2,2,0,2,High
SC-0753,Strategy E: Plausable Cross Scope Combinations,"service: Drive, access_type: read_write, google_classification: sensitive; service: Sheets, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/drive.metadata; https://www.googleapis.com/auth/spreadsheets.readonly,4,1,0,2,2,0,1,High
SC-0754,Strategy J: Bool Switching of Medium Risk Combinations,"service: Drive, access_type: read, google_classification: restricted; service: Apps Script, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/drive.readonly; https://www.googleapis.com/auth/script.projects,4,1,0,2,2,1,1,High
SC-0755,Strategy E: Plausable Cross Scope Combinations,"service: Drive, access_type: write, google_classification: sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/drive.scripts; https://www.googleapis.com/auth/firebase,4,1,0,2,2,0,2,High
SC-0756,Strategy E: Plausable Cross Scope Combinations,"service: Drive, access_type: write, google_classification: sensitive; service: YouTube, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/drive.scripts; https://www.googleapis.com/auth/youtubepartner,4,1,0,2,2,0,2,High
SC-0757,Strategy E: Plausable Cross Scope Combinations,"service: Drive, access_type: full_access, google_classification: restricted; service: Slides, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/drive; https://www.googleapis.com/auth/presentations,4,1,0,2,2,1,2,High
SC-0758,Strategy E: Plausable Cross Scope Combinations,"service: Drive, access_type: read_write, google_classification: sensitive; service: Forms, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/drive.metadata; https://www.googleapis.com/auth/forms.body,4,0,0,2,2,0,2,Medium
SC-0759,Strategy E: Plausable Cross Scope Combinations,"service: Drive, access_type: write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/drive.scripts; https://www.googleapis.com/auth/classroom.profile.emails,4,1,1,2,2,0,1,High
SC-0760,Strategy E: Plausable Cross Scope Combinations,"service: Drive, access_type: read, google_classification: restricted; service: Cloud, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/drive.readonly; https://www.googleapis.com/auth/cloud-platform,4,1,1,2,2,1,3,Critical
SC-0761,Strategy E: Plausable Cross Scope Combinations,"service: Drive, access_type: read, google_classification: restricted; service: BigQuery, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/drive.readonly; https://www.googleapis.com/auth/bigquery,4,0,0,2,2,1,2,High
SC-0762,Strategy E: Plausable Cross Scope Combinations,"service: Drive, access_type: read, google_classification: sensitive; service: Compute, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/drive.metadata.readonly; https://www.googleapis.com/auth/compute.readonly,4,0,0,2,2,0,0,Medium
SC-0763,Strategy E: Plausable Cross Scope Combinations,"service: Drive, access_type: read, google_classification: restricted; service: Blogger, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/drive.readonly; https://www.googleapis.com/auth/blogger.readonly,4,1,0,2,2,1,0,High
SC-0764,Strategy E: Plausable Cross Scope Combinations,"service: Drive, access_type: read_write, google_classification: sensitive; service: Analytics, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/drive.metadata; https://www.googleapis.com/auth/analytics.edit,4,1,0,2,2,0,1,High
SC-0765,Strategy E: Plausable Cross Scope Combinations,"service: Drive, access_type: full_access, google_classification: restricted; service: Cloud Storage, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/drive; https://www.googleapis.com/auth/devstorage.read_write,4,1,0,2,2,1,2,High
SC-0766,Strategy E: Plausable Cross Scope Combinations,"service: Drive, access_type: read, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/drive.photos.readonly; https://www.googleapis.com/auth/userinfo.email,4,1,0,2,2,0,0,Medium
SC-0767,Strategy E: Plausable Cross Scope Combinations,"service: Photos, access_type: read, google_classification: non_sensitive; service: Docs, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/photoslibrary.readonly.appcreateddata; https://www.googleapis.com/auth/documents,4,1,0,2,2,0,2,High
SC-0768,Strategy E: Plausable Cross Scope Combinations,"service: Photos, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/photoslibrary; https://www.googleapis.com/auth/script.projects,4,1,0,2,2,0,2,High
SC-0769,Strategy E: Plausable Cross Scope Combinations,"service: Photos, access_type: full_access, google_classification: sensitive; service: Firebase, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/photoslibrary; https://www.googleapis.com/auth/firebase.messaging,4,1,0,2,2,0,2,High
SC-0770,Strategy E: Plausable Cross Scope Combinations,"service: Photos, access_type: read, google_classification: non_sensitive; service: YouTube, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/photoslibrary.readonly.appcreateddata; https://www.googleapis.com/auth/youtube,4,1,0,2,2,0,2,High
SC-0771,Strategy J: Bool Switching of Medium Risk Combinations,"service: Photos, access_type: full_access, google_classification: sensitive; service: Slides, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/photoslibrary; https://www.googleapis.com/auth/presentations,4,1,0,2,2,0,2,High
SC-0772,Strategy E: Plausable Cross Scope Combinations,"service: Photos, access_type: write, google_classification: sensitive; service: Tasks, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/photoslibrary.appendonly; https://www.googleapis.com/auth/tasks.readonly,4,1,0,2,2,0,1,High
SC-0773,Strategy E: Plausable Cross Scope Combinations,"service: Photos, access_type: write, google_classification: sensitive; service: Blogger, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/photoslibrary.appendonly; https://www.googleapis.com/auth/blogger,4,0,0,2,2,0,2,Medium
SC-0774,Strategy E: Plausable Cross Scope Combinations,"service: Photos, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/photoslibrary.readonly.appcreateddata; https://www.googleapis.com/auth/userinfo.profile,4,0,0,2,2,0,0,Medium
SC-0775,Strategy E: Plausable Cross Scope Combinations,"service: Docs, access_type: read, google_classification: sensitive; service: Sheets, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/spreadsheets.readonly,4,1,0,2,2,0,0,Medium
SC-0776,Strategy E: Plausable Cross Scope Combinations,"service: Docs, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/script.projects.readonly,4,1,0,2,2,0,2,High
SC-0777,Strategy E: Plausable Cross Scope Combinations,"service: Docs, access_type: full_access, google_classification: sensitive; service: YouTube, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/youtubepartner,4,1,0,2,2,0,2,High
SC-0778,Strategy J: Bool Switching of Medium Risk Combinations,"service: Docs, access_type: read, google_classification: sensitive; service: Slides, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/presentations,4,1,0,2,2,0,2,High
SC-0779,Strategy J: Bool Switching of Medium Risk Combinations,"service: Docs, access_type: full_access, google_classification: sensitive; service: Forms, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/forms.body,4,1,0,2,2,0,2,High
SC-0780,Strategy E: Plausable Cross Scope Combinations,"service: Docs, access_type: read, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/classroom.courses.readonly,4,0,0,2,2,0,0,Medium
SC-0781,Strategy E: Plausable Cross Scope Combinations,"service: Docs, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/calendar.settings.readonly,4,1,0,2,2,0,0,Medium
SC-0782,Strategy E: Plausable Cross Scope Combinations,"service: Docs, access_type: read, google_classification: sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/tasks,4,1,0,2,2,0,2,High
SC-0783,Strategy E: Plausable Cross Scope Combinations,"service: Docs, access_type: read, google_classification: sensitive; service: Cloud, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/cloud-platform,4,1,1,2,2,0,3,Critical
SC-0784,Strategy J: Bool Switching of Medium Risk Combinations,"service: Docs, access_type: full_access, google_classification: sensitive; service: BigQuery, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/bigquery.insertdata,4,1,0,2,2,0,2,High
SC-0785,Strategy E: Plausable Cross Scope Combinations,"service: Docs, access_type: full_access, google_classification: sensitive; service: AdSense, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/adsense.readonly,4,1,0,2,2,0,2,High
SC-0786,Strategy E: Plausable Cross Scope Combinations,"service: Docs, access_type: read, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/documents.readonly; email,4,0,0,2,2,0,0,Medium
SC-0787,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: read, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/script.projects,4,1,0,2,2,0,1,High
SC-0788,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: read, google_classification: sensitive; service: Firebase, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/firebase.readonly,4,1,0,2,2,0,0,Medium
SC-0789,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: full_access, google_classification: sensitive; service: YouTube, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/youtube.upload,4,1,0,2,2,0,2,High
SC-0790,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: read, google_classification: sensitive; service: Slides, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/presentations,4,0,0,2,2,0,2,Medium
SC-0791,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: read, google_classification: sensitive; service: Forms, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/forms.currentonly,4,1,0,2,2,0,1,High
SC-0792,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/classroom.courses,4,1,0,2,2,0,2,High
SC-0793,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/calendar.events.owned.readonly,4,1,0,2,2,0,2,High
SC-0794,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: read, google_classification: sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/tasks,4,1,0,2,2,0,2,High
SC-0795,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: read, google_classification: sensitive; service: Cloud, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/cloud-platform.read-only,4,1,0,2,2,0,0,Medium
SC-0796,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: read, google_classification: sensitive; service: BigQuery, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/bigquery,4,1,0,2,2,0,2,High
SC-0797,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: full_access, google_classification: sensitive; service: Compute, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/compute.readonly,4,0,0,2,2,0,2,Medium
SC-0798,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: full_access, google_classification: sensitive; service: AdSense, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/adsense,4,1,0,2,2,0,2,High
SC-0799,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: full_access, google_classification: sensitive; service: Analytics, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/analytics.manage.users,4,1,0,2,2,0,3,Critical
SC-0800,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: full_access, google_classification: sensitive; service: Cloud Storage, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/devstorage.read_write,4,0,0,2,2,0,2,Medium
SC-0801,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: read, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/userinfo.profile,4,0,0,2,2,0,0,Medium
SC-0802,Strategy E: Plausable Cross Scope Combinations,"service: Groups, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/groups; https://www.googleapis.com/auth/script.deployments,3,1,0,2,2,0,2,High
SC-0803,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: read, google_classification: sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/script.projects.readonly; https://www.googleapis.com/auth/firebase,3,0,0,2,2,0,2,Medium
SC-0804,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: write, google_classification: sensitive; service: YouTube, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/youtube.readonly,3,0,0,2,2,0,1,Medium
